user_id,age,gender,steps,calories_burned,sleep_hours,workout_duration_minutes,water_intake_liters,mood
1922,54,Female,8582,570.2,3,0,2.55,Neutral
1501,18,Female,10012,661.3,6.2,22,3.44,Happy
1958,18,Male,1887,384.4,6,0,2.77,Neutral
1144,44,Male,12920,697.3,5.5,0,2.83,Neutral
1200,38,Male,7015,487.7,7.3,85,2.17,Happy
1928,33,Female,15530,864.5,4.8,20,2.05,Happy
1723,57,Male,18259,900,8.8,0,1.58,Neutral
1460,43,Female,13453,823.9,8.4,0,2.08,Tired
1731,33,Male,8508,534.9,9,0,2.3,Neutral
1751,45,Female,1556,242.4,6.2,64,2.74,Happy
1924,18,Male,9900,664.8,7.3,0,2.47,Neutral
1908,53,Male,1717,283.8,8.2,70,2.24,Happy
1557,27,Female,4665,413.6,6.8,80,1.86,Tired
1546,34,Female,14891,792,6.2,23,2.78,Tired
1252,40,Female,11336,699.8,7.2,0,2.15,Tired
1389,24,Female,16014,797.3,6.7,30,2.75,Tired
1593,24,Female,7547,479,5.4,0,1.16,Tired
1882,32,Female,6196,315.4,3.4,76,2.74,Happy
1255,51,Male,19403,900,5.6,73,3.02,Neutral
1708,21,Female,12971,765.4,3.5,84,2.93,Tired
1814,31,Male,19567,900,5.7,66,2.36,Happy
1920,31,Male,16216,802.4,9.1,0,3.14,Neutral
1449,33,Female,11606,735.7,4.2,53,1.61,Neutral
1009,24,Male,7691,514.6,7.7,0,2.44,Tired
1823,49,Female,8045,606.5,8.8,80,2.36,Tired
1797,36,Female,11487,702.3,4.6,39,3.23,Neutral
1241,19,Male,2237,298.9,9.7,22,1.09,Neutral
1250,27,Male,11309,744.1,6.9,59,1.76,Happy
1876,34,Female,7472,480.1,9,88,3.72,Tired
1004,54,Female,4558,327.6,7.4,42,0.8,Neutral
1118,29,Male,6293,531.7,6.3,0,3.07,Neutral
1800,23,Male,13811,782.7,3,51,2.01,Tired
1373,39,Male,19229,900,5.3,43,2.68,Happy
1064,49,Male,7362,538.5,8,70,3.49,Happy
1145,58,Female,14311,854.6,9.3,77,2.71,Tired
1223,37,Female,4182,341.7,4.9,61,3.5,Happy
1238,18,Female,15298,802.5,6.9,54,2.16,Happy
1176,23,Female,17847,900,6.3,51,2.25,Happy
1778,36,Male,6760,461.1,7.6,0,3.05,Neutral
1852,35,Male,8260,452,7.1,64,2.19,Neutral
1281,23,Female,1450,266.2,6.4,0,2.92,Happy
1062,50,Female,14707,827.8,8,68,3.33,Tired
1216,40,Female,2915,282.6,6,53,3.11,Tired
1853,40,Female,10115,558.9,7,35,1.39,Tired
1826,43,Female,8076,516.2,8.2,30,2.26,Happy
1794,30,Female,15814,871.8,5.9,38,2.7,Tired
1688,24,Female,1315,198.8,6.5,48,2.33,Neutral
1460,32,Female,5793,548.5,6.2,73,2.56,Tired
1928,44,Female,18760,885.4,7.7,0,2.71,Tired
1609,43,Male,2262,261.9,7.5,86,2.13,Neutral
1104,50,Female,10319,669.5,6.2,0,2.36,Neutral
1098,32,Male,14194,816.1,7.5,75,1.67,Happy
1510,53,Male,4468,422.7,3,82,2.17,Happy
1384,44,Female,14874,760.7,8.3,23,1.43,Happy
1404,22,Female,13651,721.3,8.3,0,2.58,Happy
1822,19,Male,15482,776.5,6.2,22,2.36,Happy
1517,50,Male,5409,400.4,5.9,46,1.86,Neutral
1475,33,Female,1547,281,6.9,63,3.75,Neutral
1976,40,Male,5891,392.6,5.6,37,2.33,Neutral
1708,55,Female,10721,541.4,5.9,0,2.7,Tired
1862,33,Female,15436,875.9,7.5,89,2.05,Tired
1644,31,Female,17490,890.6,8.2,66,2.21,Tired
1869,46,Male,6468,496.1,7.5,0,2.73,Happy
1770,43,Male,15923,821.5,10,0,2.27,Tired
1436,52,Female,2250,317.1,8.9,42,2.5,Happy
1022,32,Male,14264,886.9,8.1,59,3.06,Happy
1996,20,Male,2611,247.3,8,34,2.14,Happy
1564,40,Male,8928,518.2,7.1,76,1.57,Happy
1676,46,Male,2790,266.6,7.8,33,1.43,Tired
1713,51,Male,1867,379.9,7.3,31,3.51,Neutral
1457,50,Male,13445,736.9,8.6,54,3.15,Happy
1082,58,Male,1327,297.5,6.6,44,2.96,Tired
1144,58,Female,4816,260.4,6.5,21,2.19,Happy
1084,40,Male,4148,384.6,8.8,37,1.57,Happy
1077,24,Male,16070,824.8,6.3,54,2.3,Neutral
1456,20,Male,12573,772.4,5.6,28,2.43,Happy
1877,49,Male,11566,695.6,5.9,30,1.71,Neutral
1000,48,Male,19939,900,8.1,86,1.47,Tired
1050,35,Male,14157,845.3,10,88,1.29,Happy
1684,24,Male,10322,696.5,5.7,57,2.96,Neutral
1716,58,Male,3482,414.6,8,89,1.66,Happy
1771,18,Female,4099,402.1,7.2,78,2.72,Happy
1445,31,Male,12512,686.6,8.7,85,2.22,Happy
1448,49,Male,14675,798.6,8,60,2.91,Neutral
1880,23,Male,10748,609.1,8.8,43,2.74,Tired
1487,56,Male,12735,720.5,7.4,69,2.34,Neutral
1799,27,Female,14850,764.3,5.7,24,2.59,Tired
1033,24,Female,7732,500.8,6,40,2.42,Neutral
1347,43,Female,8985,666.6,7.3,25,2.07,Neutral
1094,51,Female,13700,763.5,7.7,23,3.19,Tired
1071,47,Female,7054,460.7,6.4,28,2.2,Tired
1550,53,Female,17952,863.1,10,88,2.44,Tired
1153,38,Female,2654,301.2,8.4,0,1.51,Neutral
1249,34,Female,12428,734.4,3.9,28,2.69,Tired
1673,50,Female,12311,699.3,6.8,37,2.07,Happy
1437,27,Female,4733,386.6,5.5,78,2.17,Happy
1117,59,Female,7811,533.7,9.9,62,1.91,Happy
1770,29,Female,9342,593.4,3.7,0,2.41,Happy
1890,33,Female,11464,693.8,7.6,48,1.1,Tired
1305,58,Female,16746,900,7.2,67,2.98,Tired
1267,49,Female,13543,737.3,8.2,70,2.47,Happy
1960,32,Female,11300,645.1,7.5,0,2.17,Tired
1053,44,Male,2795,311.8,10,55,1.42,Happy
1235,45,Female,17192,900,8.4,64,2.8,Neutral
1388,34,Male,14708,844.4,4.2,54,2.06,Tired
1989,19,Female,17383,878.5,9.1,25,3.41,Neutral
1733,53,Female,9540,573.4,7.3,56,2.84,Tired
1762,24,Male,17328,852.4,9.1,55,3.57,Tired
1824,30,Female,7214,413.8,6.5,35,2.6,Tired
1400,32,Male,7145,423.9,5.4,41,3.25,Neutral
1623,42,Male,3609,294.2,5.1,88,2.82,Neutral
1766,40,Male,19610,900,8.6,88,2.18,Happy
1302,39,Female,14622,807.9,8.2,82,2.63,Neutral
1918,43,Female,11298,598.4,6.1,38,1.92,Neutral
1206,50,Female,4080,364.1,3,37,3.95,Happy
1228,28,Male,1987,321.4,8.6,36,2.43,Neutral
1852,27,Male,18744,900,3.9,60,2.52,Neutral
1909,42,Female,8546,517.2,10,52,2.77,Happy
1577,54,Female,16233,783.3,4.8,74,1.74,Neutral
1074,55,Female,2726,261.4,7,43,3.42,Happy
1434,58,Female,17149,900,7.3,59,1.78,Tired
1102,41,Female,15268,836,7.5,47,1.62,Tired
1421,57,Male,14977,900,7.5,86,2.38,Neutral
1703,50,Male,1907,239.4,7.2,58,1.6,Tired
1763,34,Male,14764,866,6.3,40,3.59,Neutral
1737,41,Female,9390,539.2,6.7,56,2.34,Happy
1805,54,Male,3455,313.1,6,21,0.5,Happy
1305,19,Male,6208,584.4,7.2,25,2.64,Happy
1097,49,Male,8774,509.2,4.4,0,2.89,Tired
1849,41,Male,15556,900,7.5,0,2.2,Happy
1797,26,Male,16428,855.5,6.9,66,1.55,Happy
1334,21,Female,4365,320.8,8.3,62,2.43,Neutral
1858,34,Male,6951,406.5,6.5,59,2.16,Neutral
1434,34,Female,16175,852.3,7.9,30,1.82,Neutral
1446,47,Female,12027,624.9,7.8,33,1.76,Neutral
1993,57,Female,10505,605.4,6.8,21,2.61,Happy
1307,28,Female,11094,548.5,7.5,58,3.13,Neutral
1248,38,Female,13167,744.4,5,82,2.82,Tired
1165,38,Male,9769,513.6,9,82,1.29,Tired
1480,35,Male,2020,277.8,6.2,0,2.93,Tired
1983,46,Female,12845,644.6,6.7,20,3.04,Neutral
1334,41,Female,4844,455.1,5.4,0,3.48,Happy
1541,27,Female,4573,277.4,5.8,0,1.84,Neutral
1758,34,Male,11485,645.3,9.5,58,2.46,Tired
1105,35,Female,6442,485.7,7.2,67,2.9,Neutral
1562,59,Male,8914,574.5,6.6,0,2.13,Tired
1080,37,Female,8951,495.7,6.5,0,2.89,Happy
1132,54,Male,9802,505.1,7,0,2.48,Happy
1796,35,Female,9520,619.9,8.1,39,1.91,Happy
1899,34,Male,1546,255.7,7.3,62,1.97,Happy
1137,26,Female,16530,807.6,7.3,75,3.37,Happy
1183,31,Male,9998,640.8,5.6,43,1.8,Neutral
1400,46,Male,12465,670.5,6.6,62,1.68,Happy
1329,48,Male,16616,831.8,7.2,40,2.74,Neutral
1784,21,Male,13717,705.3,7,67,2.48,Tired
1507,35,Male,16425,819,6.4,85,1.58,Tired
1851,37,Male,5901,396.3,6.2,35,2.14,Happy
1983,26,Male,12842,730.1,7.7,0,1.93,Neutral
1068,30,Female,6708,545.9,7.7,40,2.05,Happy
1545,32,Female,3082,253.4,8.5,71,4.27,Tired
1773,44,Female,10795,614.7,7.3,0,2.29,Neutral
1052,32,Female,13541,733.4,3.9,0,1.88,Tired
1449,45,Female,1260,273.6,10,77,3.92,Neutral
1204,54,Male,14567,832.1,7,24,3.12,Tired
1125,36,Male,6982,471.3,6.4,61,3.01,Happy
1746,43,Male,1500,228.1,6.9,49,1.92,Happy
1042,43,Male,2015,309.5,6.4,28,3.33,Happy
1751,42,Male,11525,579,5.8,0,3.07,Tired
1970,43,Female,4963,291.3,7.9,70,2.6,Tired
1882,43,Female,12866,844.2,6.8,76,1.3,Tired
1110,45,Female,13247,689.5,6.9,80,2.49,Happy
1760,35,Female,3706,327.6,3.2,25,3.71,Tired
1662,49,Male,16272,878.1,6.7,45,2.65,Tired
1182,20,Male,3099,341.3,5.4,25,2.24,Happy
1847,19,Male,7386,539.7,6.2,72,2.34,Tired
1094,50,Female,6338,500.4,7.4,80,2.39,Neutral
1970,59,Male,19949,900,6.1,52,1.94,Tired
1373,36,Female,9300,635.5,6.3,64,2.47,Happy
1911,34,Male,5297,437.4,7.1,59,3.51,Neutral
1519,50,Male,9405,595.1,6.2,0,3.43,Happy
1899,29,Female,16094,864.9,5.4,64,1.97,Happy
1359,20,Male,16201,736.4,4.4,57,3.39,Happy
1899,43,Male,13614,734.1,7.5,48,3.03,Neutral
1695,52,Female,14361,726.1,6.2,27,2.94,Neutral
1280,25,Male,2040,226.1,4.5,0,2.8,Happy
1194,53,Female,13810,728,8.9,70,1.85,Tired
1863,24,Male,8988,600.8,7.5,25,2.22,Neutral
1194,53,Male,8559,556.7,5.2,66,3.08,Happy
1666,33,Male,18371,900,5.9,68,1.66,Tired
1092,41,Male,1503,237.8,8.6,51,1.77,Happy
1671,18,Male,6344,472.6,6.7,73,2.71,Neutral
1945,42,Male,9947,587.9,6.4,55,1.95,Neutral
1060,27,Male,10533,668.8,8.1,38,3.08,Tired
1633,33,Male,15808,867.1,6.7,56,1.97,Neutral
1050,33,Female,9148,573.9,8.8,36,2.67,Happy
1402,25,Female,15155,766.1,6.4,35,2.73,Happy
1788,46,Male,16193,861.4,6.1,77,2.16,Tired
1004,56,Male,2381,307.4,7,63,2.33,Tired
1465,45,Female,8012,526.4,8.4,87,2.02,Tired
1603,23,Male,16213,824.7,7.4,68,2.49,Tired
1681,33,Male,16212,815.8,7.2,0,1.83,Happy
1828,37,Female,14808,808.4,5.8,0,2.34,Happy
1533,33,Male,11711,625.6,5.6,77,3.02,Happy
1404,24,Male,16173,834.3,8.4,0,1.7,Happy
1837,58,Female,19271,900,8.6,74,2.16,Tired
1512,31,Male,10515,642.7,8.6,0,2.86,Neutral
1644,43,Male,12939,659.7,8.2,0,1.05,Happy
1232,43,Female,3131,340.2,7.7,43,3.8,Neutral
1523,31,Male,3424,438.6,7.6,75,3.23,Tired
1345,24,Female,12576,736.8,7.2,0,1.42,Tired
1045,50,Male,10200,594.3,7.8,35,1.03,Neutral
1545,43,Male,18701,900,6.9,0,2.52,Tired
1944,37,Female,4216,478.6,7.8,0,1.72,Neutral
1077,20,Female,13826,796.2,8.4,62,3.17,Happy
1729,21,Male,1016,154.1,5.1,0,2.78,Tired
1812,43,Female,5670,457.6,8.6,27,2.59,Tired
1922,28,Female,3623,412.4,6.9,68,2.1,Neutral
1072,19,Male,14350,670.8,9.2,0,3.62,Neutral
1793,31,Male,17513,900,8.9,66,3.03,Neutral
1248,47,Male,15450,807.8,5.5,55,2.92,Neutral
1046,29,Female,2473,364.7,7,42,3.34,Neutral
1120,43,Female,10260,606.8,4.2,50,1.79,Tired
1213,50,Female,5311,429.6,6.4,81,3.4,Neutral
1238,30,Female,3736,367.4,7.5,76,2.31,Happy
1055,31,Male,2946,353.5,8.3,89,2.73,Neutral
1349,41,Female,16740,892,7.1,84,2.39,Tired
1106,51,Male,17684,862.4,7.7,56,1.19,Happy
1830,43,Female,10176,593.9,5.9,0,3.17,Tired
1047,38,Male,12883,715,7,36,1.22,Neutral
1572,45,Male,5501,481.6,6.1,26,1.82,Tired
1336,53,Male,12618,728.9,7.4,71,2.18,Tired
1025,57,Female,6914,443.7,9.1,54,1.13,Neutral
1803,19,Male,1082,197.3,6.9,21,1.73,Tired
1256,59,Male,9364,607.3,4.9,59,2.67,Tired
1007,26,Female,18382,900,7.3,56,2.26,Tired
1624,40,Male,6804,509.8,8.1,0,2.32,Happy
1866,32,Female,13293,728.9,5.6,29,1.86,Tired
1252,30,Female,13812,825.5,8.9,0,2.53,Neutral
1691,40,Male,4084,326.5,6.1,24,2.27,Neutral
1718,34,Male,3045,393.7,5.9,24,1.35,Tired
1302,19,Female,17588,900,4.3,46,2.36,Neutral
1638,37,Male,14184,745.3,7.4,24,1.63,Happy
1055,37,Female,15375,771.1,9.7,0,3.13,Neutral
1725,20,Female,2552,398.5,7.6,27,2.23,Neutral
1525,29,Female,8816,507.5,5.9,50,4.27,Tired
1473,57,Male,1824,288.3,7.8,40,3.18,Happy
1027,19,Female,4748,407.2,8.2,40,2.41,Happy
1982,53,Male,6578,463.6,8.7,70,2.91,Neutral
1077,31,Male,6197,486.9,5.1,78,1.04,Neutral
1215,33,Male,10030,554.7,9.3,21,3.17,Tired
1385,36,Male,19345,900,7.3,49,1.93,Tired
1364,51,Female,1937,236.3,9.6,0,2.56,Happy
1665,23,Male,8595,536.6,7.2,39,1.99,Tired
1525,30,Female,1424,185.1,7.9,0,2.07,Happy
1698,53,Female,12502,752.4,5.6,48,2.37,Happy
1311,39,Male,4051,456.4,8.5,24,2.55,Neutral
1882,35,Female,3905,456.6,5.4,29,2.48,Happy
1006,29,Female,13238,786.3,7.4,80,2.5,Happy
1002,47,Male,3694,329.2,6.4,20,1.36,Happy
1622,57,Female,4595,383.9,6.9,66,4.13,Happy
1918,24,Female,2267,274.5,8.6,76,2.66,Neutral
1749,49,Female,1421,196.2,6.5,33,2.81,Tired
1362,36,Female,8017,505.9,8.7,0,2.26,Tired
1750,23,Male,10849,679.4,6.4,0,1.89,Happy
1507,37,Female,19484,900,7.2,35,2.61,Tired
1273,44,Female,17349,779.9,10,0,2.7,Tired
1505,54,Female,13131,662.6,7.2,0,3.41,Happy
1805,24,Female,9876,636,6.9,83,3.95,Happy
1738,22,Male,3226,243.1,7.2,79,3.53,Tired
1882,28,Female,5388,391.9,6.5,38,1.26,Neutral
1014,32,Male,3422,317.7,5.5,66,2.18,Tired
1191,20,Female,8226,541.9,10,0,2.74,Happy
1984,22,Male,10269,622.5,6.4,49,2.22,Tired
1630,40,Male,13177,747.1,4.7,66,2.47,Tired
1484,54,Male,13032,713.8,6.8,0,1,Neutral
1027,26,Male,12508,653.1,7.5,40,3.14,Tired
1713,32,Male,8316,577.7,6.7,82,1.19,Tired
1038,20,Female,3843,265.5,6.9,61,1.4,Happy
1952,46,Female,5111,443.5,6.8,80,1.79,Neutral
1272,23,Female,13463,795.7,7.6,62,2.43,Tired
1230,34,Male,14778,900,8.2,87,1.36,Tired
1085,43,Female,19287,900,6.7,45,1.76,Happy
1473,38,Male,5224,381,10,52,3.3,Happy
1125,25,Male,5979,441.8,8.6,52,2.42,Neutral
1811,38,Female,17809,900,7,0,2.8,Neutral
1536,28,Female,3401,377.8,5,60,1.63,Neutral
1144,55,Male,9941,623.8,7.2,55,2.46,Happy
1524,25,Male,16685,849.8,8.2,41,2.4,Happy
1211,59,Female,16963,873.6,8.2,66,1.94,Happy
1024,41,Female,17427,900,4.2,0,2.46,Happy
1579,52,Female,18943,894.4,7.2,43,1.18,Neutral
1393,31,Female,7035,469.7,6.3,62,2.81,Neutral
1066,31,Male,8071,550.6,9.2,0,2.22,Neutral
1232,27,Female,17531,847.9,7.2,46,2.32,Happy
1108,29,Female,3170,149.8,3.6,64,3.1,Happy
1145,55,Female,6118,517,7.6,56,2.8,Happy
1110,51,Male,8297,530.9,4.1,32,2.28,Happy
1227,58,Male,5163,343.6,7.7,70,1.72,Tired
1110,27,Male,9026,607.1,10,21,3.43,Neutral
1469,34,Male,10019,590.3,9,78,1.56,Neutral
1033,34,Female,10944,586,7.4,0,2.94,Tired
1622,20,Male,3939,376,6,68,1.38,Neutral
1775,48,Female,6727,471.7,8.9,49,3.14,Happy
1935,18,Female,12920,686.1,8,28,3.21,Neutral
1368,29,Female,4616,346.2,6.6,43,1.16,Happy
1747,56,Female,6405,404.9,6.2,60,2.81,Happy
1594,21,Male,11469,695.5,5.6,79,2.76,Happy
1553,59,Male,9351,511.6,7.6,0,2.99,Tired
1424,30,Male,12557,662.4,6.4,0,2.76,Neutral
1612,51,Female,6880,480.3,7.3,0,1.83,Happy
1517,59,Female,15096,876.8,8.4,61,2.35,Neutral
1691,38,Female,2013,287.2,6.3,89,3.67,Tired
1281,39,Female,9743,619.1,8,0,1.72,Neutral
1319,21,Female,8391,540.8,8.8,50,2.73,Neutral
1737,35,Male,18559,900,7.6,75,3.31,Neutral
1442,22,Female,10355,711.1,8,49,1.81,Neutral
1951,36,Male,6247,428,7.6,0,1.51,Tired
1314,19,Female,8518,541.4,7,34,1.61,Neutral
1876,29,Female,7290,500.3,8.3,37,2.78,Happy
1965,34,Male,2308,318.8,9.4,51,1.61,Tired
1740,27,Male,10684,634,8.3,0,2.41,Neutral
1376,51,Female,13723,721.7,6.7,81,3.46,Neutral
1288,23,Female,5827,432.7,6.7,71,2.46,Happy
1436,25,Female,19161,900,6.8,0,1.96,Tired
1661,28,Female,1059,258.1,8.4,0,2.59,Tired
1276,29,Male,7986,423.9,6.2,53,2.45,Happy
1709,26,Female,11643,646,5.5,75,2.82,Neutral
1581,19,Male,16216,849.3,7.7,72,3.63,Neutral
1502,25,Female,8860,547.4,7,68,2.78,Tired
1623,28,Male,14425,773.6,9.2,82,3.92,Tired
1515,53,Male,14806,806.6,3.6,35,2.82,Neutral
1349,27,Female,15950,863.4,7.3,59,1.96,Happy
1842,38,Male,2592,316.6,6.4,0,4.1,Happy
1445,37,Female,15464,866.1,8.2,37,2.41,Neutral
1829,25,Male,7097,409.1,6.6,42,1.76,Happy
1349,53,Female,7458,485.7,6.1,67,4.13,Tired
1606,46,Male,10151,627.8,8.4,65,1.99,Neutral
1663,59,Female,5166,419.4,8.9,41,1.96,Happy
1822,29,Female,7488,466.9,6.9,73,2.11,Happy
1136,31,Male,11415,630,6.9,59,2.62,Tired
1758,38,Male,13008,678.2,8.9,49,3.15,Tired
1898,39,Male,12170,735.6,8.7,74,0.65,Neutral
1242,38,Male,18430,844.6,8.5,75,3.15,Tired
1542,47,Female,15516,756.6,6.4,61,2.11,Tired
1039,56,Male,10260,631.3,6,61,2.21,Neutral
1228,37,Female,8636,572.6,9.5,81,3.7,Happy
1547,41,Male,5187,328.3,7.9,72,2.65,Tired
1919,40,Female,4340,404.9,5.9,0,2.81,Neutral
1222,24,Female,7177,496.1,6.8,83,2.47,Tired
1005,26,Female,16941,900,7.1,0,3.03,Tired
1321,18,Female,4435,381,6.8,88,3.63,Happy
1467,43,Male,8300,553.3,6.6,0,0.77,Tired
1731,55,Male,13669,769.8,8.8,36,3.26,Tired
1074,55,Female,1965,302.2,7.8,82,3.58,Tired
1003,39,Male,8444,550,10,60,2.85,Happy
1846,27,Male,11626,660.8,8.9,77,2.03,Tired
1645,23,Female,15610,820.4,7.2,0,1.69,Neutral
1117,34,Male,1500,271.5,9.1,57,4.15,Neutral
1880,55,Male,5554,463.4,7.5,85,1.87,Happy
1605,41,Male,17433,900,10,64,3.56,Happy
1503,27,Female,18371,900,6.5,0,2.77,Happy
1997,25,Male,14291,790.5,7.7,39,3.93,Tired
1946,38,Female,7771,571.6,6.1,55,2.28,Happy
1573,23,Male,18499,900,6.4,61,1.37,Neutral
1440,38,Male,4932,344.3,6.5,41,2.5,Neutral
1193,56,Male,5434,380.7,8.9,79,1.46,Tired
1846,41,Female,4567,474.1,7.3,30,4.37,Tired
1714,50,Female,2658,270.6,3.3,0,2.94,Tired
1391,35,Male,11068,671.2,7.1,0,3.04,Tired
1025,45,Female,15161,757,5.5,41,3.05,Neutral
1434,49,Male,8944,622,6.3,82,2.01,Neutral
1172,29,Female,6800,449,8.7,50,2.41,Happy
1299,59,Female,15408,820.5,5,30,2.58,Tired
1644,44,Male,9017,549.3,5.2,55,3.86,Neutral
1325,27,Male,3815,377.8,4.5,54,1.69,Neutral
1409,59,Male,1970,287.4,6.4,42,1.99,Happy
1117,49,Male,14285,816.9,4.5,48,2.25,Neutral
1835,59,Female,1207,281,4.6,42,2.03,Neutral
1786,43,Female,17643,900,6.7,35,1.48,Tired
1723,42,Female,6025,473.6,7.5,0,0.61,Happy
1224,28,Male,5358,449.3,5.6,0,1.22,Tired
1531,40,Male,17888,895.6,7.5,69,3.27,Tired
1112,51,Female,13490,715.9,7.2,62,2.49,Happy
1139,57,Male,2759,388,7.8,38,3.08,Happy
1558,40,Female,15301,847.4,5.4,37,2.09,Tired
1000,46,Female,15387,835.7,10,25,2.43,Tired
1089,48,Female,14667,746.6,5.3,54,3.63,Tired
1653,24,Female,4794,302.3,6.1,33,3.59,Tired
1319,57,Female,4590,369,7.8,83,3.16,Happy
1549,50,Male,15698,805.3,7.2,0,2.64,Neutral
1804,38,Male,13332,717.8,8.3,54,2.86,Happy
1893,19,Male,7970,561.4,6.5,21,2.76,Neutral
1138,35,Female,10593,700.1,5.2,25,2.38,Happy
1510,50,Female,4329,428.6,4.7,44,2.22,Tired
1867,54,Female,12036,651.2,9.7,69,3.29,Neutral
1844,51,Female,15372,841.8,6.5,26,1.59,Happy
1258,37,Male,3092,299.3,6.7,82,3.54,Happy
1672,52,Male,19059,870.3,9.7,0,2.31,Happy
1901,35,Female,1287,247.7,6.3,0,1.58,Tired
1689,41,Female,18169,900,7,84,2.12,Happy
1009,25,Female,3316,315.9,5.5,78,1.89,Happy
1260,47,Male,17259,900,5,43,2.1,Tired
1918,27,Male,3838,320.2,9.8,0,2.08,Neutral
1649,40,Male,12829,747.6,9.9,57,2.06,Neutral
1171,28,Female,9137,553.3,8.5,81,2.28,Tired
1897,19,Female,2265,366.8,8.5,84,2.45,Neutral
1012,43,Male,3983,343.7,8.1,0,3.03,Happy
1167,53,Female,15689,800.4,5.9,71,2.33,Happy
1641,50,Male,15107,877.9,7.4,82,2.73,Neutral
1595,30,Female,9143,536.9,6.2,30,2.51,Neutral
1320,57,Male,9030,571.8,3.1,0,2.88,Neutral
1318,42,Female,14122,736.4,8.7,73,2.53,Tired
1612,21,Male,11652,712.3,7.8,69,2.05,Neutral
1328,59,Male,1611,329.3,5,57,1.86,Tired
1784,36,Male,4523,347.2,6.5,0,2.65,Neutral
1776,35,Male,6424,484.3,8.6,0,3.39,Tired
1970,54,Male,10939,669.5,7.2,87,2.34,Tired
1910,47,Male,2628,311.4,4.5,0,2.01,Happy
1919,36,Female,14176,843.3,5.2,25,2.32,Neutral
1549,40,Female,8907,632.2,9.8,0,2.11,Happy
1418,33,Female,4372,332.2,7.1,57,2.03,Happy
1605,18,Male,14102,824.5,8.6,76,1.49,Tired
1094,29,Male,10789,656.9,9.8,83,2.33,Tired
1816,41,Female,4139,377.8,6.3,73,2.67,Tired
1580,51,Male,12643,694.1,7.5,33,1.74,Tired
1317,25,Male,19643,900,4.1,83,1.89,Happy
1955,35,Male,3250,344.2,6.1,69,1.84,Tired
1235,22,Male,7121,500.2,7.9,66,1.53,Happy
1945,43,Male,9181,667,6.7,73,1.83,Happy
1333,47,Female,16303,818.4,7.7,0,2.36,Neutral
1884,30,Female,17667,826.3,8.4,58,1.56,Neutral
1375,36,Female,6725,410,7.8,84,2.4,Tired
1458,46,Female,16584,900,7.5,79,2.01,Happy
1136,20,Female,14219,746.4,7.3,52,1.85,Happy
1929,43,Male,9794,660,6.1,0,2.76,Happy
1587,57,Male,15112,804.8,5.6,55,2.05,Neutral
1994,29,Male,12544,653,9,0,2.17,Happy
1546,19,Male,5075,503.1,8.2,0,3.41,Happy
1512,28,Female,13778,817,5.8,0,1.86,Happy
1295,45,Female,7162,477.5,7.1,66,3.6,Neutral
1319,35,Female,8636,595.3,4.9,88,2.26,Tired
1917,30,Male,9002,566.2,6.3,33,1.7,Tired
1571,54,Female,14453,800,7.8,0,2.11,Tired
1831,39,Male,15633,900,7.4,71,2.55,Neutral
1348,29,Female,18877,879.1,7.2,69,3.38,Neutral
1839,19,Female,13992,741.7,5.7,84,3.06,Tired
1778,54,Male,13126,726.5,5.4,83,2.54,Tired
1872,24,Male,14090,780.3,8.4,42,3.38,Neutral
1228,43,Female,17756,847.8,9.5,89,1.18,Tired
1269,43,Female,8071,568.7,7.8,78,2.67,Happy
1827,41,Male,14749,732.3,6.7,73,2.72,Neutral
1797,29,Female,12983,656.8,8.8,45,2.73,Tired
1290,33,Female,7586,490.9,5.7,63,1.37,Tired
1724,40,Male,11641,760.4,8.6,32,1.79,Neutral
1164,57,Female,4967,525.8,6.1,73,2.38,Neutral
1004,26,Male,1822,297.3,6.2,59,3.28,Happy
1850,49,Female,1221,236.9,6.5,23,3.84,Neutral
1378,32,Male,7880,523,6.8,72,2.03,Neutral
1077,54,Female,13129,741.9,8.4,20,1.58,Happy
1409,30,Male,16543,900,5,25,3.07,Tired
1573,22,Female,4888,334.6,6.1,74,4.33,Neutral
1131,28,Male,14499,839.7,7.3,85,3.27,Tired
1600,27,Female,11352,582.7,7.8,37,1.98,Happy
1748,30,Female,11117,620.6,4.4,48,4.5,Neutral
1041,58,Female,13772,750.8,5.8,72,2.98,Happy
1088,32,Female,4993,420.3,4.4,52,1.95,Tired
1401,59,Female,19982,900,6,0,3.85,Happy
1295,24,Female,2666,315.4,6.3,0,1.89,Neutral
1839,57,Female,17312,894.5,7.8,23,2.07,Neutral
1294,45,Female,12273,614.9,3.6,27,3.01,Tired
1615,49,Female,15338,842.3,8,0,2.48,Tired
1525,52,Male,5757,470.8,6.2,0,2.53,Tired
1799,32,Male,12360,761.5,6.5,45,2.53,Tired
1690,53,Female,18938,900,8.5,53,3.28,Neutral
1636,38,Male,7115,505.1,9,68,0.87,Neutral
1421,23,Female,6437,528.1,6,68,2.7,Neutral
1864,18,Female,10272,611.8,6,46,2.3,Happy
1022,21,Male,13126,652.5,6.5,84,1.97,Happy
1574,28,Female,17471,900,6,0,1.97,Tired
1142,43,Female,8115,561.6,4.8,68,0.65,Tired
1992,54,Male,3703,348.2,7,82,1.94,Tired
1664,40,Male,12151,682.9,6,51,3.4,Neutral
1144,46,Female,19802,900,7.1,38,3.08,Happy
1224,38,Male,5147,389,9.6,0,2.37,Tired
1502,44,Male,2747,332,6.8,0,1.51,Tired
